"id","name","streetAddress","city","state","country","postal"
"on-public:B67067:851116","St. Stephen Catholic Secondary School","300 Scugog St","Bowmanville","Ontario","Canada","L1C 6Y8"
"on-public:B67202:851752","St Theresa Catholic Secondary School","135 Adam St","Belleville","Ontario","Canada","K8N 5S1"
"on-public:B67075:852546","St Theresa of Lisieux Catholic High School","230 Shaftsbury Avenue","Richmond Hill","Ontario","Canada","L4C 0E8"
"on-public:B67091:852775","St Theresa's Separate School","347 Galloway Blvd","Midland","Ontario","Canada","L4R 5B2"
"on-public:B67172:733067","St. Thomas Aquinas Catholic High School","1211 South Russell Rd 2","Russell","Ontario","Canada","K4R 1E5"
"on-public:B67067:855006","St. Thomas Aquinas Catholic Secondary School","260 Angeline St S RR 2","Lindsay","Ontario","Canada","K9V 0J8"
"on-public:B67113:854212","St. Thomas Aquinas Catholic Secondary School","124 Dorval Dr","Oakville","Ontario","Canada","L6K 2W1"
"on-public:B67091:773050","St Thomas Aquinas Catholic Secondary School","PO Box Box 3000, 2 Nolan Rd","Tottenham","Ontario","Canada","L0G 1W0"
"on-public:B29050:864471","St Thomas Aquinas High School","1 Poirier Dr","Kenora","Ontario","Canada","P9N 4G8"
"on-public:B67083:854530","St Thomas Aquinas Secondary School","25 Corporation Dr","Brampton","Ontario","Canada","L6S 6A2"
"on-public:B67032:854280","St Thomas Aquinas Secondary School","1360 Oxford St W","London","Ontario","Canada","N6H 1W2"
"on-public:B67121:855685","St. Thomas More Catholic Secondary School","1045 Upper Paradise Rd","Hamilton","Ontario","Canada","L9B 2N4"
"on-public:B67024:864170","St Thomas of Villanova Secondary School","2800 North Townline RR 3","LaSalle","Ontario","Canada","N9H 0K3"
"on-public:B66150:945064","Stamford Collegiate","5775 Drummond Rd","Niagara Falls","Ontario","Canada","L2G 4L2"
"on-public:B66109:945196","Stayner Collegiate Institute","7578 Hwy 26 RR 2","Stayner","Ontario","Canada","L0M 1S0"
"on-public:B66052:945250","Stephen Leacock Collegiate Institute","2450 Birchmount Rd","Toronto","Ontario","Canada","M1T 2M5"
"on-public:B66125:962646","Stephen Lewis Secondary School","3675 Thomas Street","Mississauga","Ontario","Canada","L5M 7E6"
"on-public:B66095:945508","Stephen Lewis Secondary School","555 Autumn Hill Blvd","Thornhill","Ontario","Canada","L4J 8X2"
"on-public:B66095:945455","Stouffville District Secondary School","801 Hoover Park Dr","Stouffville","Ontario","Canada","L4A 0A4"
"on-public:B66010:893395","Stratford District Secondary School","428 Forman Ave","Stratford","Ontario","Canada","N5A 6R7"
"on-public:B66044:945846","Strathroy District Collegiate Institute","361 Second St","Strathroy","Ontario","Canada","N7G 4J8"
"on-public:B66125:945978","Streetsville Secondary School","72 Joymar Dr","Mississauga","Ontario","Canada","L5M 1G3"
"on-public:B66052:946192","Subway Academy I","16 Phin Ave","Toronto","Ontario","Canada","M4J 3T2"
"on-public:B28029:941298","Sudbury Secondary School","154 College St","Sudbury","Ontario","Canada","P3C 4Y2"
"on-public:B28061:950848","Superior Collegiate and Vocational Institute","333 High Street N","Thunder Bay","Ontario","Canada","P7A 5S3"
"on-public:B28010:958050","Superior Heights Collegiate and Vocational School","750 north street","Sault Ste. Marie","Ontario","Canada","P6B 2C5"
"on-public:B66095:946362","Sutton District High School","20798 Dalton Rd","Sutton","Ontario","Canada","L0E 1R0"
"on-public:B66206:946494","Sydenham High School","2860 Rutledge Rd","Sydenham","Ontario","Canada","K0H 2T0"
"on-public:B66141:927163","System Alternative Education Sir Isaac Brock Secondary School","225 King William Street","Hamilton","Ontario","Canada","L8R 1B1"
"on-public:B66125:948187","T. L. Kennedy Secondary School","3100 Hurontario St","Mississauga","Ontario","Canada","L5B 1N7"
"on-public:B66192:946648","Tagwi Secondary School","16750 County Road #43 RR 1","Avonmore","Ontario","Canada","K0C 1C0"
"on-public:B66028:902299","Tecumseh Vista Academy- Secondary","11555 Shields St","Tecumseh","Ontario","Canada","N8N 0C1"
"on-public:B66052:947300","The Student School","160 Glendonwynne Road","Toronto","Ontario","Canada","M6P 0A5"
"on-public:B66125:954403","The Woodlands Secondary School","3225 Erindale Station Rd","Mississauga","Ontario","Canada","L5C 1Y5"
"on-public:B66052:947407","Thistletown Collegiate Institute","20 Fordwich Cres","Toronto","Ontario","Canada","M9W 2T4"
"on-public:B66133:947539","Thomas A Blakelock High School","1160 Rebecca St","Oakville","Ontario","Canada","L6L 1Y9"
"on-public:B66079:947563","Thomas A Stewart Secondary School","1009 Armour Rd","Peterborough","Ontario","Canada","K9H 7H2"
"on-public:B67113:771120","Thomas Merton Online Catholic School","225 Morden Road","Oakville","Ontario","Canada","L6K 2S2"
"on-public:B66095:947792","Thornhill Secondary School","167 Dudley Ave","Thornhill","Ontario","Canada","L3T 2E5"
"on-public:B66095:947814","Thornlea Secondary School","8075 Bayview Ave","Thornhill","Ontario","Canada","L3T 4N4"
"on-public:B66150:948055","Thorold Secondary School","50 Ormond St N","Thorold","Ontario","Canada","L2V 1Z1"
"on-public:B66192:948314","Thousand Islands Secondary School","2510 Parkedale Avenue West","Brockville","Ontario","Canada","K6V 3H1"
"on-public:B66036:948446","Tilbury District High School","97 Queen St S","Tilbury","Ontario","Canada","N0P 2L0"
"on-public:B28002:946940","Timiskaming District Secondary School","90 Niven St","New Liskeard","Ontario","Canada","P0J 1P0"
"on-public:B28002:948578","Timmins High and Vocational School","451 Theriault Blvd","Timmins","Ontario","Canada","P4N 8B2"
"on-public:B66095:898285","Tommy Douglas Secondary School","4020 Major Mackenzie Dr","Woodbridge","Ontario","Canada","L4H 4E9"
"on-public:B66222:948705","Trenton High School","15 Fourth Ave","Trenton","Ontario","Canada","K8V 5N4"
"on-public:B66125:918440","Turner Fenton Secondary School","7935 Kennedy Rd S RR 10","Brampton","Ontario","Canada","L6W 0A2"
"on-public:B66109:948870","Twin Lakes Secondary School","381 Birch St","Orillia","Ontario","Canada","L3V 2P5"
"on-public:B66095:949140","Unionville High School","201 Town Centre Blvd","Unionville","Ontario","Canada","L3R 8G5"
"on-public:B66052:949027","Ursula Franklin Academy","146 Glendonwynne Rd","Toronto","Ontario","Canada","M6P 3J7"
"on-public:B67040:864366","Ursuline College Chatham Catholic Secondary School","85 Grand Ave W","Chatham","Ontario","Canada","N7L 1B6"
"on-public:B66060:948969","Uxbridge Secondary School","127 Planks Lane","Uxbridge","Ontario","Canada","L9P 1K5"
"on-public:B66168:949035","Valley Heights Secondary School","Suite Lot 12, PO Box Box 159, 2561 Hwy 59","Langton","Ontario","Canada","N0E 1G0"
"on-public:B66214:902747","Valour JK to 12 School - Secondary School","19 Leeder Lane","Petawawa","Ontario","Canada","K8H 0B8"
"on-public:B66192:949094","Vankleek Hill Collegiate Institute","5814 Highway 34","Vankleek Hill","Ontario","Canada","K0B 1R0"
"on-public:B66052:949353","Victoria Park Collegiate Institute","15 Wallingford Rd","Toronto","Ontario","Canada","M3A 2V1"
"on-public:B66028:949612","Vincent Massey Secondary School","1800 Liberty St","Windsor","Ontario","Canada","N9E 1J2"
"on-public:B28010:895270","W C Eaket Secondary School","147 Woodward Ave","Blind River","Ontario","Canada","P0R 1B0"
"on-public:B66028:950009","W. F. Herman Academy Secondary School","1905 Bernard Rd","Windsor","Ontario","Canada","N8W 4R6"
"on-public:B66001:950262","Walkerton District Community School","PO Box Box 1510, 1320 Yonge St South","Walkerton","Ontario","Canada","N0G 2V0"
"on-public:B66028:950394","Walkerville Collegiate Institute","2100 Richmond St","Windsor","Ontario","Canada","N8Y 1L4"
"on-public:B66036:950521","Wallaceburg District Secondary School","920 Elgin St","Wallaceburg","Ontario","Canada","N8A 3E1"
"on-public:B66141:950653","Waterdown District High School","215 Parkside Drive","Waterdown","Ontario","Canada","L8B 1B9"
"on-public:B66168:950785","Waterford District High School","PO Box Box 370, 227 Main St S","Waterford","Ontario","Canada","N0E 1Y0"
"on-public:B66176:950912","Waterloo Collegiate Institute","300 Hazel St","Waterloo","Ontario","Canada","N2L 3P2"
"on-public:B66176:951048","Waterloo-Oxford District Secondary School","1206 Snyder's Rd. W. RR 2","Baden","Ontario","Canada","N3A 1A4"
"on-public:B66150:947180","Welland Centennial Secondary School","240 Thorold Rd","Welland","Ontario","Canada","L3C 3W2"
"on-public:B66117:953555","Wellington Heights Secondary School","405 Sligo Rd E","Mount Forest","Ontario","Canada","N0G 2L2"
"on-public:B66184:951366","West Carleton Secondary School","3088 Dunrobin Rd","Dunrobin","Ontario","Canada","K0A 1T0"
"on-public:B66044:951439","West Elgin Secondary School","139 Graham St","West Lorne","Ontario","Canada","N0L 2P0"
"on-public:B66052:928852","West End Alternative School","Suite 3rd Floor, 777 Bloor St W","Toronto","Ontario","Canada","M6G 1L6"
"on-public:B28037:951463","West Ferris Secondary School","60 Marshall Pk Dr","North Bay","Ontario","Canada","P1A 2P2"
"on-public:B66052:951560","West Hill Collegiate Institute","350 Morningside Ave","Toronto","Ontario","Canada","M1E 3G3"
"on-public:B66052:951749","West Humber Collegiate Institute","1675 Martin Grove Rd","Toronto","Ontario","Canada","M9V 3S3"
"on-public:B66150:951561","West Niagara Secondary School","5699 King St.","Lincoln","Ontario","Canada","L3J 1N5"
"on-public:B66141:951820","Westdale Secondary School","700 Main Street West","Hamilton","Ontario","Canada","L8S 1A5"
"on-public:B66052:951951","Western Technical & Commercial School","125 Evelyn Cres","Toronto","Ontario","Canada","M6P 3E3"
"on-public:B66150:952214","Westlane Secondary School","5960 Pitton Rd","Niagara Falls","Ontario","Canada","L2H 1T5"
"on-public:B66044:952346","Westminster Secondary School","230 Base Line Rd W","London","Ontario","Canada","N6J 1W1"
"on-public:B66095:952516","Westmount Collegiate Institute","Suite Suite 103, 1000 New Westminster Dr","Thornhill","Ontario","Canada","L4J 8G3"
"on-public:B66141:952478","Westmount Secondary School","39 Montcalm Drive","Hamilton","Ontario","Canada","L9C 4B1"
"on-public:B66052:952605","Weston Collegiate Institute","100 Pine St","Toronto","Ontario","Canada","M9N 2Y9"
"on-public:B66117:947253","Westside Secondary School","300 Alder St","Orangeville","Ontario","Canada","L9W 5A2"
"on-public:B66052:952818","Westview Centennial Secondary School","755 Oakdale Rd","Toronto","Ontario","Canada","M3N 1W7"
"on-public:B66028:918806","Westview Freedom Academy Secondary School","1375 California Ave","Windsor","Ontario","Canada","N9B 2Z8"
"on-public:B66052:952990","Wexford Collegiate School for the Arts","1176 Pharmacy Ave","Toronto","Ontario","Canada","M1R 2H7"
"on-public:B66133:953121","White Oaks Secondary School","1330 Montclair Dr","Oakville","Ontario","Canada","L6H 1Z5"
"on-public:B28010:953148","White Pines Collegiate and Vocational School","1007 Trunk Rd","Sault Ste Marie","Ontario","Canada","P6A 5K9"
"on-public:B66052:950130","William Lyon Mackenzie Collegiate Institute","20 Tillplain Rd","Toronto","Ontario","Canada","M3H 5R2"
"on-public:B66052:954039","Winston Churchill Collegiate Institute","2239 Lawrence Ave E","Toronto","Ontario","Canada","M1P 2P7"
"on-public:B66052:954160","Woburn Collegiate Institute","2222 Ellesmere Rd","Toronto","Ontario","Canada","M1G 3M3"
"on-public:B66095:954292","Woodbridge College","71 Bruce St","Woodbridge","Ontario","Canada","L4L 1J3"
"on-public:B66184:954420","Woodroffe High School","2410 Georgina Dr","Ottawa","Ontario","Canada","K2B 7M8"
"on-public:B66044:954551","Woodstock Collegiate Institute","35 Riddell St","Woodstock","Ontario","Canada","N4S 6L9"
"on-public:B66052:954683","York Memorial Collegiate Institute","1700 Keele Street","York","Ontario","Canada","M6M 3W5"
"on-public:B66052:954810","York Mills Collegiate Institute","490 York Mills Rd","Toronto","Ontario","Canada","M3B 1W6"
"on-public:B66052:954942","Yorkdale Secondary School","38 Orfus Rd","Toronto","Ontario","Canada","M6A 1L6"
